Date de Vente, Nature de la vente, Prix, Numero de voie, Type de voie, Nom de voie, Code postal, Code type local, Nombre de pièces, Surface réelle bati, Surface terrain
2014,Vente,240000,7,RUE,DU PANORAMA,33200,1,2,45,65
2014,Vente,2192000,74,AV,CARNOT,33200,1,9,300,287
2014,Vente,480000,41,RUE,DE LA DEVISE,33000,4,0,188,116
2014,Vente,366000,198,AV,EYSINES CAUD,33200,1,4,103,157
2014,Vente,613500,68,RUE,DE LA FAIENCERIE,33300,4,0,240,830
2014,Vente,302570,20,RUE,DEVEAUX,33200,1,4,124,365
2014,Vente,190000,2,IMP,SULLY,33000,1,3,55,59
2014,Vente,185000,181,RUE,DE TURENNE,33000,1,2,60,26
2014,Vente,3900000,41,CRS,D ALBRET,33000,4,0,370,1045
2014,Vente,3900000,41,CRS,D ALBRET,33000,4,0,684,1045
2014,Vente,3900000,41,CRS,D ALBRET,33000,4,0,519,1045
2014,Vente,3900000,41,CRS,D ALBRET,33000,4,0,491,1045
2014,Vente,3900000,41,CRS,D ALBRET,33000,4,0,350,1045
2014,Vente,3900000,41,CRS,D ALBRET,33000,4,0,852,1045
2014,Vente,1200000,30,RUE,DU CANCERA,33000,2,1,84,195
2014,Vente,1200000,30,RUE,DU CANCERA,33000,2,1,50,195
2014,Vente,1200000,30,RUE,DU CANCERA,33000,2,4,103,195
2014,Vente,1200000,30,RUE,DU CANCERA,33000,2,4,103,195
2014,Vente,1200000,30,RUE,DU CANCERA,33000,2,4,56,195
2014,Vente,190000,7,BD,DU PRESIDENT WILSON,33200,4,0,41,69
2014,Vente,190000,7,BD,DU PRESIDENT WILSON,33200,2,1,49,69
2014,Vente,295000,6,RUE,DE METZ,33000,1,3,68,67
2014,Vente,640000,62,RUE,GEORGES MANDEL,33000,2,1,16,106
2014,Vente,640000,62,RUE,GEORGES MANDEL,33000,2,2,51,106
2014,Vente,640000,62,RUE,GEORGES MANDEL,33000,2,3,80,106
2014,Vente,640000,62,RUE,GEORGES MANDEL,33000,2,4,80,106
2014,Vente,229000,45,PAS,KIESER,33000,1,4,64,96
2014,Vente,450000,80,RUE,VERTE CAUD,33200,1,6,180,163
2014,Vente,574050,81,RUE,DE L ECOLE NORMALE CAUD,33200,1,6,180,500
2014,Vente,340000,247,RUE,DE TURENNE,33000,1,4,123,75
2014,Vente,389500,33,RUE,DUQUESNE,33300,1,3,108,89
2014,Vente,230000,169,RUE,ACHARD,33300,2,4,85,114
2014,Vente,230000,169,RUE,ACHARD,33300,4,0,114,114
2014,Vente,230000,169,RUE,ACHARD,33300,4,0,47,114
2014,Vente,550000,38,RUE,DE LA FRANCHISE,33000,1,4,146,147
2014,Vente,539000,4,RUE,DES LILAS,33200,1,5,131,232
2014,Vente,926900,68,RUE,DE LASEPPE,33000,1,6,241,227
2014,Vente,540000,17,RUE,MARSAN,33300,1,7,160,260
2014,Vente,540000,5,RUE,CAZALIS,33300,1,3,64,92
2014,Vente,540000,5,RUE,CAZALIS,33300,3,0,0,92
2014,Vente,357000,72,RUE,DE LEYBARDIE,33300,2,2,57,187
2014,Vente,357000,72,RUE,DE LEYBARDIE,33300,2,4,62,187
2014,Vente,257000,44,RUE,DES CHENES LIEGES,33000,1,2,84,128
2014,Vente,500000,9003,RUE,FRANCIS GARNIER,33300,4,0,365,4945
2014,Vente,500000,9003,RUE,FRANCIS GARNIER,33300,4,0,250,4945
2014,Vente,500000,9003,RUE,FRANCIS GARNIER,33300,4,0,250,4945
2014,Vente,500000,9003,RUE,FRANCIS GARNIER,33300,4,0,700,4945
2014,Vente,199530,3,RUE,HECTOR BERLIOZ,33200,1,3,57,673
2014,Vente,384200,4,RUE,ERNEST DENIS,33000,1,4,100,97
2014,Vente,370000,147,RUE,ETCHENIQUE,33200,1,3,100,275
2014,Vente,125000,37,ALL,DE VAMPEULE,33300,1,4,93,337
2014,Vente,497100,7,IMP,SULLY,33000,1,5,118,110
2014,Vente,273000,196,RUE,MANDRON,33000,2,0,84,97
2014,Vente,273000,196,RUE,MANDRON,33000,2,0,84,97
2014,Vente,228000,15,RUE,JEAN BART,33300,2,2,35,162
2014,Vente,228000,15,RUE,JEAN BART,33300,2,2,37,162
2014,Vente,228000,15,RUE,JEAN BART,33300,2,2,37,162
2014,Vente,153000,6,PAS,NOTRE DAME,33000,2,1,17,26
2014,Vente,153000,6,PAS,NOTRE DAME,33000,2,1,14,26
2014,Vente,153000,6,PAS,NOTRE DAME,33000,2,1,15,26
2014,Vente,360000,243,RUE,NAUJAC,33000,1,4,105,143
2014,Vente,1150000,1,RUE,PORTE DE CAILHAU,33000,2,1,30,117
2014,Vente,1150000,1,RUE,PORTE DE CAILHAU,33000,2,2,44,117
2014,Vente,1150000,1,RUE,PORTE DE CAILHAU,33000,2,1,30,117
2014,Vente,1150000,1,RUE,PORTE DE CAILHAU,33000,4,0,58,117
2014,Vente,1150000,1,RUE,PORTE DE CAILHAU,33000,2,2,44,117
2014,Vente,1150000,1,RUE,PORTE DE CAILHAU,33000,4,0,44,117
2014,Vente,1150000,1,RUE,PORTE DE CAILHAU,33000,2,1,30,117
2014,Vente,1150000,1,RUE,PORTE DE CAILHAU,33000,2,2,44,117
2014,Vente,1150000,1,RUE,PORTE DE CAILHAU,33000,2,2,44,117
2014,Vente,290000,260,AV,EYSINES CAUD,33200,1,5,112,528
2014,Vente,434500,107,RUE,DEVEAUX,33200,1,4,108,299
2014,Vente,518210,125,RUE,MONDENARD,33000,1,7,150,108
2014,Vente,850000,35,RUE,FAMATINA,33200,1,6,160,815
2014,Vente,42922,190,AV,EMILE COUNORD,33300,4,0,1517,1517
2014,Vente,583500,156,RUE,NAUJAC,33000,1,6,134,224
2014,Vente,260000,59,RUE,LOMBARD,33300,1,4,120,94
2014,Vente,362000,46,RUE,MARECHAL FOCH,33200,1,3,93,503
2014,Vente,380000,160,CRS,BALGUERIE STUTTENBERG,33300,2,2,32,169
2014,Vente,380000,160,CRS,BALGUERIE STUTTENBERG,33300,2,3,56,169
2014,Vente,380000,160,CRS,BALGUERIE STUTTENBERG,33300,2,3,39,169
2014,Vente,380000,160,CRS,BALGUERIE STUTTENBERG,33300,2,2,25,169
2014,Vente,358360,20,RUE,JEAN BART,33300,1,5,132,248
2014,Vente,355000,5,RUE,BONGRAND,33000,1,5,113,84
2014,Vente,452700,18,RUE,DE L ARSENAL,33000,1,4,161,142
2014,Vente,1300000,21,AV,FELIX FAURE,33200,1,9,185,398
2014,Vente,628000,60,RUE,PASTEUR,33200,1,5,120,229
2014,Vente,293100,81,RUE,DE MARSEILLE,33000,1,3,75,73
2014,Vente,243000,73,RUE,MANDRON,33000,1,2,66,119
2014,Vente,392000,1,RUE,MALLERET,33000,2,3,75,209
2014,Vente,392000,1,RUE,MALLERET,33000,2,3,40,209
2014,Vente,392000,1,RUE,MALLERET,33000,4,0,83,209
2014,Vente,392000,1,RUE,MALLERET,33000,2,1,49,209
2014,Vente,380000,27,AV,RAYMOND POINCARE,33200,1,3,61,667
2014,Adjudication,422000,22,RUE,ERNEST BERSOT,33000,1,5,180,105
2014,Adjudication,284000,6,RUE,FRANCOIS COPPEE,33200,1,6,144,246
2014,Adjudication,169000,29,RUE,FRERE,33000,1,2,42,37
2014,Vente,275000,27,RUE,PIERRE LOTI,33800,1,3,55,99
2014,Vente,324000,45,RUE,QUINTIN,33000,1,3,45,108
2014,Vente,324000,45,RUE,QUINTIN,33000,3,0,0,108
2014,Vente,324000,45,RUE,QUINTIN,33000,1,3,46,108
2014,Vente,210000,12,RUE,LEO SAIGNAT,33000,2,3,43,83
2014,Vente,210000,12,RUE,LEO SAIGNAT,33000,2,1,24,83
2014,Vente,210000,12,RUE,LEO SAIGNAT,33000,4,0,92,83
2014,Vente,400000,3,PAS,FRANCOIS DUCOM,33800,1,3,110,104
2014,Vente,355000,65,RUE,CAMILLE SAUVAGEAU,33800,2,2,42,122
2014,Vente,355000,65,RUE,CAMILLE SAUVAGEAU,33800,2,1,25,122
2014,Vente,355000,65,RUE,CAMILLE SAUVAGEAU,33800,3,0,0,122
2014,Vente,320000,16,RUE,DE GALARD,33800,1,3,98,207
2014,Vente,195650,63,RUE,LOUIS CABIE,33800,1,2,60,93
2014,Vente,590000,162,CRS,DE LA MARNE,33800,2,1,13,202
2014,Vente,590000,162,CRS,DE LA MARNE,33800,2,2,25,202
2014,Vente,590000,162,CRS,DE LA MARNE,33800,2,2,37,202
2014,Vente,590000,162,CRS,DE LA MARNE,33800,2,2,27,202
2014,Vente,590000,162,CRS,DE LA MARNE,33800,2,2,28,202
2014,Vente,590000,162,CRS,DE LA MARNE,33800,2,2,33,202
2014,Vente,590000,162,CRS,DE LA MARNE,33800,4,0,70,202
2014,Vente,590000,162,CRS,DE LA MARNE,33800,2,2,39,202
2014,Vente,130000,58,RUE,DES SABLIERES,33800,3,0,0,128
2014,Vente,267000,4,RUE,LOUIS MIE,33000,1,1,55,55
2014,Vente,265000,131,BD,ALBERT 1ER,33800,1,6,101,181
2014,Vente,960000,10,RUE,DE L OBSERVANCE,33000,2,3,63,187
2014,Vente,960000,10,RUE,DE L OBSERVANCE,33000,2,1,34,187
2014,Vente,960000,10,RUE,DE L OBSERVANCE,33000,2,2,29,187
2014,Vente,960000,10,RUE,DE L OBSERVANCE,33000,2,2,39,187
2014,Vente,960000,10,RUE,DE L OBSERVANCE,33000,2,2,28,187
2014,Vente,960000,10,RUE,DE L OBSERVANCE,33000,2,1,29,187
2014,Vente,960000,10,RUE,DE L OBSERVANCE,33000,2,3,68,187
2014,Vente,960000,10,RUE,DE L OBSERVANCE,33000,2,1,29,187
2014,Vente,960000,10,RUE,DE L OBSERVANCE,33000,2,2,28,187
2014,Vente,960000,10,RUE,DE L OBSERVANCE,33000,2,1,28,187
2014,Vente,960000,10,RUE,DE L OBSERVANCE,33000,2,1,29,187
2014,Vente,98800,42,RUE,PIERRE DE LADIME,33800,1,3,127,181
2014,Vente,119000,18,RUE,GAUGEACQ,33800,1,2,30,56
2014,Vente,565000,38,RUE,J RENAUD DANDICOLLE,33000,1,4,75,372
2014,Vente,565000,38,RUE,J RENAUD DANDICOLLE,33000,1,1,35,372
2014,Vente,319000,83,RUE,FIEFFE,33800,1,3,92,179
2014,Vente,145000,3,RUE,JULES PERRENS,33800,1,2,56,50
2014,Vente,474000,113,RUE,J RENAUD DANDICOLLE,33000,1,4,140,156
2014,Vente,329000,7,RUE,DES ARTS,33000,1,4,100,127
2014,Vente,420000,55,RUE,J RENAUD DANDICOLLE,33000,2,1,35,168
2014,Vente,420000,55,RUE,J RENAUD DANDICOLLE,33000,2,1,30,168
2014,Vente,420000,55,RUE,J RENAUD DANDICOLLE,33000,2,1,25,168
2014,Vente,420000,55,RUE,J RENAUD DANDICOLLE,33000,2,2,38,168
2014,Vente,420000,55,RUE,J RENAUD DANDICOLLE,33000,2,1,38,168
2014,Vente,160000,53,RUE,NICOT,33000,4,0,72,82
2014,Vente,296359,62,RUE,AGEN,33800,1,3,72,131
2014,Vente,226370,5,RUE,DU SOLDAT MONCOURRIER,33000,1,2,70,58
2014,Vente,304400,39,RUE,DES MARRONNIERS,33000,1,4,74,91
2014,Vente,400000,108,RUE,DU GRAND MAURIAN,33000,1,5,96,146
2014,Vente,240600,110,RUE,DUBOURDIEU,33800,1,4,58,80
2014,Vente,147000,11,RUE,ARTIGUEMALE,33000,1,3,85,165
2014,Vente,110000,11,CRS,DE LA LIBERATION,33000,4,0,150,107
2014,Vente,230000,37,RUE,DE MARMANDE,33800,1,2,63,58
2014,Vente,345800,14,RUE,BEAUFLEURY,33800,1,4,67,67
2014,Vente,338687,80,RUE,DE BEGLES,33800,1,3,75,97
2014,Vente,162000,63,RUE,GRAVELOTTE,33800,1,3,40,77
2014,Vente,475000,3,RUE,MARCEAU,33000,1,6,142,266
2014,Vente,95000,2,PAS,DE L HOPITAL,33000,1,2,31,28
2014,Vente,482050,90,RUE,CAMILLE SAUVAGEAU,33800,1,4,136,177
2014,Vente,170000,14,RUE,SAINTE GENEVIEVE,33800,1,4,100,83
2014,Vente,103000,4,PAS,DE L HOPITAL,33000,1,2,35,32
2014,Vente,350000,127,RUE,LECOCQ,33000,1,6,100,160
2014,Vente,700000,127,CRS,DE L YSER,33800,2,2,40,409
2014,Vente,700000,127,CRS,DE L YSER,33800,4,0,300,409
2014,Vente,700000,127,CRS,DE L YSER,33800,2,2,40,409
2014,Vente,680000,65,RUE,PIERRE DUHEM,33000,1,6,250,173
2014,Vente,600000,4,RUE,DES TREUILS,33000,4,0,561,533
2014,Vente,295000,41,RUE,AGEN,33800,1,3,60,200
2014,Vente,160000,12,RUE,D AUPERIE,33800,3,0,0,384
2014,Vente,160000,12,RUE,D AUPERIE,33800,3,0,0,384
2014,Vente,160000,12,RUE,D AUPERIE,33800,1,3,49,384
2014,Vente,160000,12,RUE,D AUPERIE,33800,3,0,0,384
2014,Vente,160000,12,RUE,D AUPERIE,33800,3,0,0,384
2014,Vente,520000,22,RUE,PLANTEROSE,33800,2,2,41,137
2014,Vente,520000,22,RUE,PLANTEROSE,33800,2,1,30,137
2014,Vente,520000,22,RUE,PLANTEROSE,33800,2,3,54,137
2014,Vente,520000,22,RUE,PLANTEROSE,33800,2,2,43,137
2014,Vente,520000,22,RUE,PLANTEROSE,33800,2,2,43,137
2014,Vente,520000,22,RUE,PLANTEROSE,33800,4,0,120,137
2014,Vente,520000,22,RUE,PLANTEROSE,33800,2,1,30,137
2014,Vente,328000,129,RUE,MANON CORMIER,33000,1,4,82,84
2014,Vente,483900,24,RUE,PLANTEROSE,33800,2,2,30,136
2014,Vente,483900,24,RUE,PLANTEROSE,33800,2,2,40,136
2014,Vente,483900,24,RUE,PLANTEROSE,33800,2,2,30,136
2014,Vente,483900,24,RUE,PLANTEROSE,33800,2,3,85,136
2014,Vente,483900,24,RUE,PLANTEROSE,33800,2,2,35,136
2014,Vente,483900,24,RUE,PLANTEROSE,33800,2,2,40,136
2014,Vente,244400,14,RUE,MONTFAUCON,33800,1,4,120,89
2014,Vente,181590,7,RUE,VAUQUELIN,33800,1,1,30,56
2014,Vente,416000,40,RUE,ROGER MIRASSOU,33800,1,5,120,172
2014,Vente,218000,6,RUE,DE BETHMANN,33000,1,2,60,119
2014,Vente,417500,27,RUE,BRUN,33800,1,3,130,284
2014,Vente,698000,14,RUE,DE CANDALE,33000,2,3,55,123
2014,Vente,698000,14,RUE,DE CANDALE,33000,2,3,66,123
2014,Vente,698000,14,RUE,DE CANDALE,33000,2,1,28,123
2014,Vente,698000,14,RUE,DE CANDALE,33000,2,2,34,123
2014,Vente,698000,14,RUE,DE CANDALE,33000,2,3,66,123
2014,Vente,402500,15,RUE,GABILLON,33000,2,3,50,70
2014,Vente,402500,15,RUE,GABILLON,33000,2,3,61,70
2014,Vente,402500,15,RUE,GABILLON,33000,2,2,36,70
2014,Vente,652000,9001,RUE,DE PATAY,33000,3,0,0,345
2014,Vente,652000,67,RUE,DE PATAY,33000,1,6,140,402
2014,Vente,214500,16,RUE,CHARLES PEGUY,33800,1,5,100,105
2014,Vente,145000,63,RUE,SAINT JEAN,33800,1,3,48,40
2014,Vente,115000,4,RUE,LEONCE PEYRECAVE,33000,1,2,32,33
2014,Vente,105000,36,RUE,ANDRE CAVERNE,33800,1,2,50,52
2014,Vente,215000,2,RUE,FAIDHERBE,33800,1,3,64,139
2014,Vente,387000,145,RUE,BERRUER,33000,1,3,108,144
2014,Vente,641000,22,RUE,LAFONTAINE,33800,2,5,78,168
2014,Vente,641000,22,RUE,LAFONTAINE,33800,2,2,45,168
2014,Vente,641000,22,RUE,LAFONTAINE,33800,2,2,51,168
2014,Vente,641000,22,RUE,LAFONTAINE,33800,2,2,42,168
2014,Vente,641000,22,RUE,LAFONTAINE,33800,2,2,51,168
2014,Vente,500000,21,RUE,GASTON LESPIAULT,33000,1,6,170,545
2014,Vente,500000,21,RUE,GASTON LESPIAULT,33000,1,6,170,127
2014,Vente,219000,57,RUE,DU GRAND MAURIAN,33000,1,2,55,117
2014,Vente,333000,73,RUE,GRAVELOTTE,33800,1,6,160,108
2014,Vente,336000,25,IMP,DE LA FRATERNITE,33000,1,4,87,76
2014,Vente,26500,39,IMP,AGEN,33800,3,0,0,14
2014,Vente,80000,255,RUE,LECOCQ,33000,1,2,23,45
2014,Vente,900000,28,RUE,CHARLES DOMERCQ,33800,4,0,1585,393
2014,Vente,900000,28,RUE,CHARLES DOMERCQ,33800,4,0,319,393
2014,Vente,350000,13,RUE,DE LA HALLE,33000,1,5,122,62
2014,Vente,155000,3,CITE,MOUNEYRA,33000,2,1,27,58
2014,Vente,155000,3,CITE,MOUNEYRA,33000,2,1,27,58
2014,Vente,145000,5,IMP,PIERRE MELIN,33800,1,3,36,216
2014,Vente,372000,10,RUE,PAUL MAMERT,33800,1,6,152,258
2014,Vente,354000,49,RUE,DE MADRID,33000,1,3,105,125
2014,Vente,130800,13,RUE,DE FERRON,33800,1,6,78,139
2014,Vente,393000,182,RUE,DE PESSAC,33000,1,7,157,292
2014,Vente,330000,12,RUE,BRIAN,33000,1,5,110,65
2014,Vente,276000,94,RUE,AMEDEE SAINT GERMAIN,33800,2,3,77,149
2014,Vente,200000,22,RUE,DE MAITRE JEAN,33000,1,5,135,205
2014,Vente,268000,30,RUE,BARTHELEMY,33000,2,2,45,154
2014,Vente,268000,30,RUE,BARTHELEMY,33000,2,1,30,154
2014,Vente,157000,10,IMP,SIGNORET,33000,1,3,45,118
2014,Vente,120000,58,RUE,DU SABLONAT,33800,1,2,45,111
2014,Vente,285000,17,RUE,CARPENTEYRE,33800,2,1,18,50
2014,Vente,285000,17,RUE,CARPENTEYRE,33800,2,1,18,50
2014,Vente,285000,17,RUE,CARPENTEYRE,33800,2,1,16,50
2014,Vente,285000,17,RUE,CARPENTEYRE,33800,2,1,16,50
2014,Vente,285000,17,RUE,CARPENTEYRE,33800,2,1,18,50
2014,Vente,285000,17,RUE,CARPENTEYRE,33800,2,1,16,50
2014,Vente,210000,1,IMP,CHANAU,33000,2,3,43,56
2014,Vente,210000,1,IMP,CHANAU,33000,2,3,45,56
2014,Vente,210000,1,IMP,CHANAU,33000,2,2,38,56
2014,Vente,271000,7,RUE,VAUCHER,33800,1,3,110,267
2014,Vente,310000,14,ALL,VIGNOLLES,33800,1,5,66,171
2014,Vente,192000,266,RUE,DE BEGLES,33800,2,0,164,113
2014,Vente,192000,266,RUE,DE BEGLES,33800,2,1,38,113
2014,Vente,171000,2,RUE,VEYSSIERE,33800,1,3,71,83
2014,Vente,204000,12,RUE,VICTOR LOUIS LIOTARD,33000,1,3,50,108
2014,Vente,335000,172,RUE,MANON CORMIER,33000,1,1,70,124
2014,Vente,423000,295,RUE,LECOCQ,33000,1,6,180,115
2014,Vente,290000,65,RUE,DE NERAC,33800,1,4,85,90
2014,Vente,670000,127,RUE,DE KATER,33000,1,7,205,206
2014,Vente,362650,223,CRS,DE L YSER,33800,1,8,160,229
2014,Vente,345000,67,BD,GEORGE V,33000,2,3,40,91
2014,Vente,345000,67,BD,GEORGE V,33000,2,1,22,91
2014,Vente,345000,67,BD,GEORGE V,33000,2,1,27,91
2014,Vente,345000,67,BD,GEORGE V,33000,4,0,78,91
2014,Vente,160000,34,RUE,EL ALAMEIN,33000,1,2,65,167
2014,Vente,375000,88,RUE,TERRASSON,33800,1,4,100,212
2014,Vente,900000,37,RUE,DE LA FUSTERIE,33000,2,2,64,257
2014,Vente,900000,37,RUE,DE LA FUSTERIE,33000,2,1,9,257
2014,Vente,900000,37,RUE,DE LA FUSTERIE,33000,2,1,27,257
2014,Vente,900000,37,RUE,DE LA FUSTERIE,33000,4,0,80,257
2014,Vente,900000,37,RUE,DE LA FUSTERIE,33000,2,1,60,257
2014,Vente,900000,37,RUE,DE LA FUSTERIE,33000,2,1,36,257
2014,Vente,900000,37,RUE,DE LA FUSTERIE,33000,2,2,64,257
2014,Vente,900000,37,RUE,DE LA FUSTERIE,33000,4,0,65,257
2014,Vente,900000,37,RUE,DE LA FUSTERIE,33000,2,1,60,257
2014,Vente,1638994,99,RUE,LECOCQ,33000,1,10,385,767
2014,Vente,388000,54,RUE,DE BEGLES,33800,1,4,90,109
2014,Vente,613400,23,RUE,DES VIGNERONS,33800,1,7,169,375
2014,Vente,470000,99,RUE,LECOCQ,33000,1,4,140,92
2014,Vente,530000,38,RUE,AUSONE,33000,2,2,46,70
2014,Vente,530000,38,RUE,AUSONE,33000,2,2,39,70
2014,Vente,530000,38,RUE,AUSONE,33000,2,2,46,70
2014,Vente,530000,38,RUE,AUSONE,33000,2,1,34,70
2014,Vente,530000,38,RUE,AUSONE,33000,2,2,43,70
2014,Vente,310000,21,RUE,THERESIA CABARRUS,33000,1,3,65,142
2014,Vente,490000,126,BD,MARECHAL LECLERC,33000,4,0,988,864
2014,Vente,610000,1,RUE,GINER DE LOS RIOS,33800,2,4,29,179
2014,Vente,610000,1,RUE,GINER DE LOS RIOS,33800,2,2,20,179
2014,Vente,610000,1,RUE,GINER DE LOS RIOS,33800,2,3,52,179
2014,Vente,610000,1,RUE,GINER DE LOS RIOS,33800,4,0,69,179
2014,Vente,610000,1,RUE,GINER DE LOS RIOS,33800,2,4,68,179
2014,Vente,610000,1,RUE,GINER DE LOS RIOS,33800,2,2,18,179
2014,Vente,610000,1,RUE,GINER DE LOS RIOS,33800,2,2,40,179
2014,Vente,700000,218,RUE,DE BEGLES,33800,1,2,64,227
2014,Vente,700000,218,RUE,DE BEGLES,33800,1,2,64,908
2014,Vente,700000,218,RUE,DE BEGLES,33800,2,4,127,908
2014,Vente,700000,218,RUE,DE BEGLES,33800,3,0,0,227
2014,Vente,700000,218,RUE,DE BEGLES,33800,3,0,0,908
2014,Vente,700000,218,RUE,DE BEGLES,33800,2,4,127,227
2014,Vente,700000,218,RUE,DE BEGLES,33800,3,0,0,227
2014,Vente,700000,218,RUE,DE BEGLES,33800,3,0,0,908
2014,Vente,133000,10,RUE,ANDRE CAVERNE,33800,2,2,38,52
2014,Vente,133000,10,RUE,ANDRE CAVERNE,33800,2,2,38,52
2014,Vente,176800,44,RUE,JEAN LALANNE,33800,1,3,64,125
2014,Vente,202000,69,RUE,SAINT JEAN,33800,1,2,65,117
2014,Vente,1020000,241,BD,MARECHAL LECLERC,33000,1,9,370,456
2014,Vente,380000,7,RUE,SAINT FRANCOIS,33000,2,2,45,114
2014,Vente,380000,7,RUE,SAINT FRANCOIS,33000,3,0,0,114
2014,Vente,380000,7,RUE,SAINT FRANCOIS,33000,2,4,85,114
2014,Vente,380000,7,RUE,SAINT FRANCOIS,33000,2,2,40,114
2014,Vente,380000,7,RUE,SAINT FRANCOIS,33000,3,0,0,114
2014,Vente,335000,88,RUE,DE RIGOULET,33000,1,3,67,272
2014,Vente,190000,12,RUE,DE PESSAC,33000,2,2,30,50
2014,Vente,190000,12,RUE,DE PESSAC,33000,2,2,30,50
2014,Vente,190000,12,RUE,DE PESSAC,33000,4,0,30,50
2014,Vente,238250,81,AV,JEANNE D ARC,33000,1,5,101,252
2014,Vente,585000,64,AV,DU PARC DE LESCURE,33000,1,4,98,216
2014,Vente,120000,3,RUE,TILLET,33800,1,2,43,56
2014,Vente,217140,18,RUE,CABANAC,33800,1,7,122,257
2014,Vente,350000,24,RUE,DE BEGLES,33800,4,0,70,198
2014,Vente,350000,24,RUE,DE BEGLES,33800,2,2,50,198
2014,Vente,350000,24,RUE,DE BEGLES,33800,2,2,60,198
2014,Vente,350000,24,RUE,DE BEGLES,33800,2,1,23,198
2014,Vente,251000,41,RUE,DE MADRID,33000,1,4,56,58
2014,Vente,145000,13,RUE,SAINT FRANCOIS,33000,3,0,0,100
2014,Vente,213000,93,CRS,DE L ARGONNE,33000,1,4,104,104
2014,Vente,200000,81,RUE,HENRI IV,33000,2,1,24,51
2014,Vente,200000,81,RUE,HENRI IV,33000,2,1,32,51
2014,Vente,99800,36,RUE,J P MARIE BOURON,33000,1,3,52,296
2014,Vente,317500,17,RUE,COMMANDANT CHARCOT,33000,1,3,146,107
2014,Vente,210000,23,RUE,DE L ORMEAU MORT,33000,1,2,50,86
2014,Vente,108000,57,RUE,LEYDET,33800,1,3,46,71
2014,Vente,223000,2,RUE,VEYSSIERE,33800,1,3,71,83
2014,Vente,400000,27,RUE,MAUBEC,33000,2,2,40,150
2014,Vente,400000,27,RUE,MAUBEC,33000,2,2,40,150
2014,Vente,400000,27,RUE,MAUBEC,33000,2,2,40,150
2014,Vente,400000,27,RUE,MAUBEC,33000,2,1,25,150
2014,Vente,400000,27,RUE,MAUBEC,33000,2,2,40,150
2014,Vente,400000,27,RUE,MAUBEC,33000,2,1,25,150
2014,Vente,400000,27,RUE,MAUBEC,33000,2,2,40,150
2014,Vente,400000,27,RUE,MAUBEC,33000,4,0,120,150
2014,Vente,400000,27,RUE,MAUBEC,33000,2,1,25,150
2014,Vente,217000,7,RUE,DE CERONS,33800,1,3,93,128
2014,Vente,270000,14,RUE,JULES STEEG,33800,2,2,57,187
2014,Vente,270000,14,RUE,JULES STEEG,33800,2,2,32,187
2014,Vente,270000,14,RUE,JULES STEEG,33800,2,1,30,187
2014,Vente,500000,35,RUE,MALBEC,33800,2,3,69,335
2014,Vente,500000,35,RUE,MALBEC,33800,2,2,36,335
2014,Vente,500000,35,RUE,MALBEC,33800,2,3,80,335
2014,Vente,500000,35,RUE,MALBEC,33800,2,3,59,335
2014,Vente,500000,35,RUE,MALBEC,33800,2,1,35,335
2014,Vente,424000,130,RUE,MATHIEU,33000,1,5,120,166
2014,Vente,527800,13,RUE,CRUCHINET,33800,1,7,185,138
2014,Vente,330000,128,RUE,GUILLAUME LEBLANC,33000,3,0,0,151
2014,Vente,330000,128,RUE,GUILLAUME LEBLANC,33000,1,3,90,151
2014,Vente,218680,60,RUE,BOUTIN,33000,1,4,95,77
2014,Vente,310000,6,RUE,DU PAVILLON,33000,1,5,98,122
2014,Vente,403500,11,RUE,DU PROFESSEUR BERGONIE,33800,1,5,133,230
2014,Vente,85000,230,CRS,DE LA SOMME,33800,3,0,0,42
2014,Vente,395800,8,RUE,DE BEYSSAC,33800,1,3,74,54
2014,Vente,310700,3,RUE,CAZEMAJOR,33800,1,4,77,85
2014,Vente,182000,13,RUE,BOBILLOT,33800,1,2,80,100
2014,Vente,255000,191,CRS,DE LA SOMME,33800,2,2,54,75
2014,Vente,255000,191,CRS,DE LA SOMME,33800,4,0,142,75
2014,Vente,270000,242,RUE,D ORNANO,33000,2,1,32,350
2014,Vente,270000,242,RUE,D ORNANO,33000,4,0,62,350
2014,Vente,270000,242,RUE,D ORNANO,33000,2,2,50,350
2014,Vente,270000,242,RUE,D ORNANO,33000,2,3,100,350
2014,Vente,233000,48,RUE,MONTFAUCON,33800,2,2,53,95
2014,Vente,233000,48,RUE,MONTFAUCON,33800,2,2,65,95
2014,Vente,510000,27,RUE,D ARCACHON,33000,1,7,210,313
2014,Vente,330000,11,RUE,DU PROFESSEUR BENZACAR,33800,1,4,63,86
2014,Vente,310000,8,RUE,GAUGEACQ,33800,1,3,120,49
2014,Vente,304000,136,RUE,PELLEPORT,33800,1,5,78,167
2014,Vente,212460,52,RUE,DES FAURES,33000,2,1,25,156
2014,Vente,212460,52,RUE,DES FAURES,33000,2,1,23,156
2014,Vente,212460,52,RUE,DES FAURES,33000,2,1,11,156
2014,Vente,212460,52,RUE,DES FAURES,33000,2,1,11,156
2014,Vente,212460,52,RUE,DES FAURES,33000,2,1,11,156
2014,Vente,212460,52,RUE,DES FAURES,33000,2,1,11,156
2014,Vente,212460,52,RUE,DES FAURES,33000,2,1,23,156
2014,Vente,212460,52,RUE,DES FAURES,33000,2,1,11,156
2014,Vente,212460,52,RUE,DES FAURES,33000,2,1,11,156
