Date de Vente, Nature de la vente, Prix, Numero de voie, Type de voie, Nom de voie, Code postal, Code type local, Surface réelle bati, Surface terrain
2014,Vente,540000,14,RUE,DE CENON,33100,3,0,610
2014,Vente,540000,14,RUE,DE CENON,33100,3,0,610
2014,Vente,540000,14,RUE,DE CENON,33100,3,0,610
2014,Vente,540000,44,RUE,DE LA BENAUGE,33100,1,170,238
2014,Vente,310000,25,RUE,JULES VERNE,33100,4,180,271
2014,Vente,167000,40,RUE,BAUDRY LACANTINERIE,33100,1,56,198
2014,Vente,365730,8,RUE,FREDERIC BASTIAT,33100,1,90,161
2014,Vente,351000,93,CITE,DE LIBOURNE,33100,1,132,161
2014,Vente,264000,45,RUE,DE LIBOURNE,33100,1,72,178
2014,Vente,260000,92,RUE,PROMIS,33100,1,73,116
2014,Vente,288500,37,RUE,DE JANEAU,33100,1,45,62
2014,Vente,305650,10,CITE,CHRISTIAN SOLAR,33100,1,52,100
2014,Vente,430000,46,RUE,REINETTE,33100,1,108,300
2014,Vente,222000,193,AV,THIERS,33100,1,120,119
2014,Vente,165000,7,CITE,CHRISTIAN SOLAR,33100,1,90,73
2014,Vente,215000,68,RUE,JOSEPH FAURE,33100,1,53,142
2014,Vente,315000,12,RUE,DE L ASILE,33100,1,110,89
2014,Vente,276500,29,RUE,DE BOULIAC,33100,1,122,212
2014,Vente,175000,20,RUE,JULES LEMAITRE,33100,1,65,135
2014,Vente,255000,345,AV,THIERS,33100,2,140,316
2014,Vente,255000,345,AV,THIERS,33100,2,55,316
2014,Vente,314300,51,RUE,JOSEPH FAURE,33100,1,81,135
2014,Vente,243700,33,RUE,ETOBON CHENEBIER,33100,1,39,67
2014,Vente,500000,34,RUE,JARDEL,33100,2,32,126
2014,Vente,500000,34,RUE,JARDEL,33100,2,51,126
2014,Vente,500000,34,RUE,JARDEL,33100,2,54,126
2014,Vente,500000,34,RUE,JARDEL,33100,2,23,126
2014,Vente,500000,34,RUE,JARDEL,33100,2,32,126
2014,Vente,500000,34,RUE,JARDEL,33100,2,32,126
2014,Vente,630000,38,RUE,BAUDRIMONT,33100,1,130,191
2014,Vente,630000,38,RUE,BAUDRIMONT,33100,4,100,191
2014,Vente,677700,69,RUE,DE LA BENAUGE,33100,2,32,373
2014,Vente,677700,69,RUE,DE LA BENAUGE,33100,2,24,373
2014,Vente,677700,69,RUE,DE LA BENAUGE,33100,2,30,373
2014,Vente,677700,69,RUE,DE LA BENAUGE,33100,2,32,373
2014,Vente,677700,69,RUE,DE LA BENAUGE,33100,2,25,373
2014,Vente,677700,69,RUE,DE LA BENAUGE,33100,2,50,373
2014,Vente,677700,69,RUE,DE LA BENAUGE,33100,2,27,373
2014,Vente,677700,69,RUE,DE LA BENAUGE,33100,1,30,373
2014,Vente,677700,69,RUE,DE LA BENAUGE,33100,2,34,373
2014,Vente,677700,71,RUE,DE LA BENAUGE,33100,4,220,201
2014,Vente,250000,8,RUE,LEONARD LENOIR,33100,1,112,152
2014,Vente,190000,96,RUE,BAUDRY LACANTINERIE,33100,1,56,185
2014,Vente,450000,269,AV,THIERS,33100,4,424,193
2014,Vente,450000,269,AV,THIERS,33100,2,120,193
2014,Vente,450000,269,AV,THIERS,33100,2,71,193
2014,Vente,325000,44,RUE,DES VIVANTS,33100,4,0,182
2014,Vente,325000,44,RUE,DES VIVANTS,33100,1,118,182
2014,Vente,120000,160,RUE,DE LA BENAUGE,33100,1,85,244
2014,Vente,533500,10,RUE,LAVILLE FATIN,33100,1,134,387
2014,Vente,317500,61,RUE,CAMILLE FLAMMARION,33100,1,76,204
2014,Vente,290000,267,AV,THIERS,33100,4,283,305
2014,Vente,420000,13,RUE,DE TRESSES,33100,2,55,190
2014,Vente,420000,13,RUE,DE TRESSES,33100,2,53,190
2014,Vente,420000,13,RUE,DE TRESSES,33100,2,32,190
2014,Vente,591000,40,RUE,DE BLAYE,33100,1,136,1016
2014,Vente,591000,40,RUE,DE BLAYE,33100,1,136,139
2014,Vente,242145,24,RUE,ADOLPHE CHALES,33100,1,70,104
2014,Vente,202000,37,RUE,ANDRE DEGAIN,33100,1,44,233
2014,Vente,120000,156,RUE,DE LA BENAUGE,33100,2,85,294
2014,Vente,120000,156,RUE,DE LA BENAUGE,33100,2,45,294
2014,Vente,368000,14,RUE,JEAN DOLLFUS,33100,1,75,108
2014,Vente,205000,7,CITE,DU PERIER,33100,1,61,356
2014,Vente,220000,21,BD,JULES SIMON,33100,1,41,144
2014,Vente,630000,118,AV,THIERS,33100,4,490,827
2014,Vente,172500,17,IMP,BOUTHIER,33100,1,82,114
2014,Vente,421000,58,RUE,HORTENSE,33100,1,85,292
2014,Vente,364230,32,RUE,LEONARD LENOIR,33100,1,111,167
2014,Vente,218400,68,RUE,DE LIBOURNE,33100,1,80,158
2014,Vente,286000,125,AV,THIERS,33100,1,128,383
2014,Vente,56250,38,RUE,MOZART,33100,1,108,281
2014,Vente,97000,7,RUE,LAFON,33100,4,56,72
2014,Vente,93000,6,RUE,ROTURIER,33100,1,48,204
2014,Vente,350000,184,RUE,DE LA BENAUGE,33100,2,100,223
2014,Vente,350000,184,RUE,DE LA BENAUGE,33100,2,40,223
2014,Vente,350000,184,RUE,DE LA BENAUGE,33100,2,40,223
2014,Vente,160000,126,RUE,DE LA BENAUGE,33100,1,73,283
2014,Vente,155000,105,RUE,REIGNIER,33100,1,54,80
2015,Vente,751500,9,RUE,DU BOCAGE,33200,1,190,373
2015,Vente,117400,12,RUE,GEORGES BARRES,33300,4,45,334
2015,Vente,199000,36,RUE,PIERRE NOGUEY,33000,1,55,65
2015,Vente,245000,18,RUE,J BAPTISTE COLBERT,33200,1,136,443
2015,Vente,456000,12,RUE,DE MERIGNAC,33000,2,50,72
2015,Vente,456000,12,RUE,DE MERIGNAC,33000,2,35,72
2015,Vente,456000,12,RUE,DE MERIGNAC,33000,2,40,72
2015,Vente,456000,12,RUE,DE MERIGNAC,33000,2,50,72
2015,Vente,297000,38,RUE,BARENNES,33000,1,92,86
2015,Vente,450000,46,RUE,DETROIS,33200,1,84,612
2015,Vente,465000,20,RUE,DES CHENES LIEGES,33000,1,180,221
2015,Vente,65600,10,RUE,GEORGES BARRES,33300,4,47,324
2015,Vente,300000,20,RUE,NAUJAC,33000,1,116,97
2015,Vente,448000,34,RUE,PADOUIN,33200,1,121,217
2015,Vente,239400,30,CITE,DUTREY,33300,1,83,255
2015,Vente,310000,42,AV,CARNOT,33200,1,78,64
2015,Vente,258820,42,RUE,GERGERES,33200,1,72,83
2015,Vente,1080000,8,RUE,DES REMPARTS,33000,4,36,103
2015,Vente,1080000,8,RUE,DES REMPARTS,33000,2,8,103
2015,Vente,1080000,8,RUE,DES REMPARTS,33000,2,35,103
2015,Vente,1080000,8,RUE,DES REMPARTS,33000,2,35,103
2015,Vente,1080000,8,RUE,DES REMPARTS,33000,2,35,103
2015,Vente,1080000,8,RUE,DES REMPARTS,33000,2,32,103
2015,Vente,1080000,8,RUE,DES REMPARTS,33000,2,32,103
2015,Vente,1080000,8,RUE,DES REMPARTS,33000,4,37,103
2015,Vente,571200,18,ALL,DU PARC DU CONSUL,33200,1,139,76
2015,Vente,670000,87,RUE,CAMILLE GODARD,33000,1,173,442
2015,Vente,388000,125,RUE,GEORGES BONNAC,33000,3,0,217
2015,Vente,388000,125,RUE,GEORGES BONNAC,33000,1,70,217
2015,Vente,250000,9003,IMP,WESKI CAUD,33200,1,60,574
2015,Vente,595100,32,RUE,LA TOUR D AUVERGNE CAUD,33200,1,135,358
2015,Vente,315000,3,RUE,DES LILAS,33200,1,118,379
2015,Vente,230000,151,RUE,ACHARD,33300,1,46,378
2015,Vente,700000,10,AV,CARNOT,33200,2,84,146
2015,Vente,700000,10,AV,CARNOT,33200,2,73,146
2015,Vente,700000,10,AV,CARNOT,33200,4,70,146
2015,Vente,195000,9,RUE,ROSNY,33200,1,71,71
2015,Vente,135000,266,CRS,BALGUERIE STUTTENBERG,33300,1,47,55
2015,Vente,80000,48,RUE,NAUVILLE,33000,2,20,30
2015,Vente,1062000,216,RUE,GEORGES MANDEL,33000,1,190,322
2015,Vente,285000,82,RUE,JUDE,33200,1,85,217
2015,Vente,991700,55,RUE,DU PARC,33200,1,246,192
2015,Vente,669800,138,BD,DU PRESIDENT WILSON,33000,1,150,286
2015,Vente,416000,30,RUE,JEANNE,33200,1,120,122
2015,Vente,800000,43,RUE,BOUDET,33000,3,0,101
2015,Vente,800000,43,RUE,BOUDET,33000,2,100,101
2015,Vente,800000,43,RUE,BOUDET,33000,2,120,101
2015,Vente,6000000,21,CRS,DE L INTENDANCE,33000,4,1733,549
2015,Vente,390000,9,ALL,DUC DE SULLY,33200,1,93,532
2015,Vente,618800,28,RUE,DE MARSEILLE,33000,1,170,219
2015,Vente,455000,38,RUE,DES BLEUETS CAUD,33200,1,58,493
2015,Vente,25000,13,RUE,DESTANQUE,33300,3,0,45
2015,Vente,383200,43,RUE,DU GRAND LEBRUN,33200,1,83,133
2015,Vente,166000,9,RUE,ETIENNE DUPERAT,33300,1,69,115
2015,Vente,380000,33,RUE,BLANCHARD LATOUR,33000,1,63,106
2015,Vente,380000,35,RUE,BLANCHARD LATOUR,33000,1,49,168
2015,Vente,86000,81,AV,CHARLES DE GAULLE,33200,1,40,62
2015,Vente,660000,63,RUE,DE LASEPPE,33000,2,120,294
2015,Vente,660000,63,RUE,DE LASEPPE,33000,3,0,294
2015,Vente,210000,20,IMP,BERTHUS,33000,1,55,39
2015,Vente,465000,15,RUE,JIEL LAVAL,33200,1,130,264
2015,Vente,563200,29,RUE,CHARLES VERSEIN,33200,1,130,133
2015,Vente,330000,23,RUE,DE NADEAU,33200,1,100,102
2015,Vente,380500,57,RUE,BRIZARD,33000,1,76,76
2015,Vente,477000,24,RUE,SAINT FORT,33000,2,20,65
2015,Vente,477000,24,RUE,SAINT FORT,33000,2,12,65
2015,Vente,477000,24,RUE,SAINT FORT,33000,2,25,65
2015,Vente,477000,24,RUE,SAINT FORT,33000,2,20,65
2015,Vente,477000,24,RUE,SAINT FORT,33000,2,25,65
2015,Vente,477000,24,RUE,SAINT FORT,33000,2,14,65
2015,Vente,477000,24,RUE,SAINT FORT,33000,2,30,65
2015,Vente,250600,47,BD,ANTOINE GAUTIER,33000,1,90,136
2015,Vente,367000,194,RUE,MANDRON,33000,1,70,112
2015,Vente,160000,4,RUE,DE HOURTINS,33000,1,56,83
2015,Vente,138500,2,RUE,BARREYRE,33300,2,29,45
2015,Vente,138500,2,RUE,BARREYRE,33300,2,35,45
2015,Vente,138500,2,RUE,BARREYRE,33300,2,29,45
2015,Vente,138500,2,RUE,BARREYRE,33300,2,29,45
2015,Vente,530000,2,ALL,ROLAND GARROS,33200,1,195,626
2015,Vente,200000,2,IMP,SAINTE LUCE,33000,1,36,30
2015,Vente,346700,48,RUE,CHANTECRIT,33300,1,105,106
2015,Vente,636700,22,RUE,DE LA JALLE,33000,1,140,236
2015,Vente,225000,14,RUE,DU COMMANDANT HAUTREUX,33300,4,237,235
2015,Vente,198000,169,RUE,JOSEPH BRUNET,33300,2,80,392
2015,Vente,198000,169,RUE,JOSEPH BRUNET,33300,2,26,392
2015,Vente,180000,26,RUE,BLANCHARD LATOUR,33000,1,55,42
2015,Vente,802500,26,PL,FREDERIC OZANAM CAUD,33200,4,48,473
2015,Vente,802500,26,PL,FREDERIC OZANAM CAUD,33200,1,124,473
2015,Vente,405500,4,ALL,DES FRERES LUMIERE,33200,1,126,404
2015,Vente,350000,29,RUE,COIFFARD,33200,1,66,602
2015,Vente,570250,133,CRS,BALGUERIE STUTTENBERG,33300,1,200,580
2015,Vente,200000,21,RUE,LEONIE,33300,1,98,176
2015,Vente,250000,27,RUE,CAILLOU,33200,1,82,417
2015,Vente,249000,39,RUE,LAGRAVEYRE,33200,1,97,450
2015,Vente,429000,75,RUE,WUSTENBERG,33000,1,90,102
2015,Vente,203000,14,RUE,DES LILAS,33200,1,65,367
2015,Vente,216000,64,RUE,SULLIVAN,33000,2,50,42
2015,Vente,216000,64,RUE,SULLIVAN,33000,2,30,42
2015,Vente,670000,23,RUE,RENE MAGNE,33300,4,2256,4838
2015,Vente,170000,151,RUE,ACHARD,33300,1,46,175
2015,Vente,155000,22,RUE,DE LA LIBERTE,33200,2,48,30
2015,Vente,418000,10,RUE,SOLLE CAUD,33200,1,156,190
2015,Vente,1675000,2,RUE,VAUBAN,33000,4,120,6
2015,Vente,1675000,31,ALL,DE CHARTRES,33000,4,724,162
2015,Vente,209300,42,RUE,JUDE,33200,1,154,574
2015,Vente,250000,144,AV,EYSINES CAUD,33200,1,92,256
2015,Vente,1194500,45,AV,CARNOT,33200,1,230,303
2015,Vente,320000,21,RUE,DE TIVOLI,33000,1,112,84
2015,Vente,185000,11,RUE,PASTEUR,33200,1,51,114
2015,Vente,267500,191,RUE,BERNARD ADOUR CAUD,33200,1,47,225
2015,Vente,382000,21,RUE,DAUZATS,33000,1,104,146
2015,Vente,680930,20,RUE,DE LA FRANCHISE,33000,1,186,355
2015,Vente,765000,14,RUE,DE LA BOETIE,33000,1,200,154
2015,Vente,410000,110,RUE,DE L ECOLE NORMALE CAUD,33200,1,115,125
2015,Vente,495000,44,RUE,DE CAPEYRON CAUD,33200,1,80,379
2015,Vente,290000,13,RUE,RAYMOND LARTIGUE,33000,1,100,127
2015,Vente,415000,4,RUE,CHRISTINE,33000,2,61,135
2015,Vente,415000,4,RUE,CHRISTINE,33000,3,0,135
2015,Vente,415000,4,RUE,CHRISTINE,33000,3,0,135
2015,Vente,195000,129,RUE,LAGRANGE,33000,1,63,63
2015,Vente,1948000,77,RUE,ABBE DE L EPEE,33000,1,299,291
2015,Vente,392500,43,RUE,HENRY DEFFES,33000,1,104,136
2015,Vente,357000,32,RUE,VALENTIN HAUY,33000,1,95,151
2015,Vente,505600,38,RUE,DU CHATEAU JOUGUET,33200,1,144,284
2015,Vente,870000,102,RUE,NOTRE DAME,33000,1,95,141
2015,Vente,870000,102,RUE,NOTRE DAME,33000,4,86,141
2015,Vente,350000,34,RUE,DU JARDIN PUBLIC,33000,2,51,90
2015,Vente,350000,34,RUE,DU JARDIN PUBLIC,33000,2,51,90
2015,Vente,350000,34,RUE,DU JARDIN PUBLIC,33000,2,51,90
2015,Vente,610000,27,AV,LOUIS BARTHOU CAUD,33200,2,60,488
2015,Vente,610000,27,AV,LOUIS BARTHOU CAUD,33200,2,45,488
2015,Vente,495000,35,RUE,DU PETIT GOAVE,33000,1,70,113
2015,Vente,370000,85,AV,ALSACE LORRAINE,33200,2,50,274
2015,Vente,370000,85,AV,ALSACE LORRAINE,33200,2,50,274
2015,Vente,464000,12,RUE,BREAU,33200,1,76,873
2015,Vente,368400,42,AV,GEORGES CLEMENCEAU CAUD,33200,1,85,506
2015,Vente,280000,16,CRS,EVRARD DE FAYOLLE,33000,1,88,68
2015,Vente,285000,152,RUE,ETCHENIQUE,33200,1,119,167
2015,Vente,550000,45,RUE,MEXICO,33200,1,136,249
2015,Vente,622100,34,RUE,DE CATROS,33000,1,125,630
2015,Vente,275000,57,RUE,SOLLE CAUD,33200,1,134,448
2015,Vente,180000,7,RUE,ALPHONSE DE LAMARTINE,33200,3,0,229
2015,Vente,430000,113,RUE,DE BRACH,33000,1,170,207
2015,Vente,410000,63,RUE,ROBERT D ENNERY,33200,1,89,595
2015,Vente,665000,16,RUE,DE LA CROIX BLANCHE,33000,2,93,156
2015,Vente,665000,16,RUE,DE LA CROIX BLANCHE,33000,2,150,156
2015,Vente,521500,18,RUE,CAMILLE GODARD,33000,2,60,82
2015,Vente,521500,18,RUE,CAMILLE GODARD,33000,2,60,82
2015,Vente,521500,18,RUE,CAMILLE GODARD,33000,2,50,82
2015,Vente,228820,9,RUE,ROBOREL DE CLIMENS,33000,1,50,38
2015,Vente,385000,5,RUE,HENRI MERAND,33200,1,128,212
2015,Vente,150000,78,RUE,BLANQUI,33300,2,80,279
2015,Vente,150000,78,RUE,BLANQUI,33300,2,78,279
2015,Vente,301500,57,RUE,CHEVALIER,33000,1,120,134
2015,Vente,450000,26,RUE,HENRY DEFFES,33000,1,120,207
2015,Vente,480000,83,CRS,EDOUARD VAILLANT,33300,4,980,910
2015,Vente,295000,78,RUE,BOURBON,33300,1,121,171
2015,Vente,252000,11,RUE,DU MOULIN ROUGE,33200,1,95,742
2015,Vente,220000,65,RUE,D ALZON,33000,1,67,27
2015,Vente,300000,3,RUE,CHARLEVOIX DE VILLERS,33300,1,150,373
2015,Vente,220000,4,RUE,MONTGOLFIER,33000,1,54,39
2015,Vente,250000,11,RUE,ARMAND DULAMON,33300,2,50,134
2015,Vente,250000,11,RUE,ARMAND DULAMON,33300,2,50,134
2015,Vente,839550,19,RUE,J BAPTISTE COLBERT,33200,1,178,884
2015,Vente,290000,101,AV,D ARES,33200,1,105,98
2015,Vente,425000,58,RUE,CLERAMBAULT,33200,1,85,500
2015,Vente,425000,58,RUE,CLERAMBAULT,33200,1,85,622
2015,Vente,490000,138,RUE,MONDENARD,33000,1,102,139
2015,Vente,318000,18,RUE,SAINTE ELISABETH CAUD,33200,1,99,444
2015,Vente,445000,25,RUE,VICTOR DURUY,33200,1,124,228
2015,Vente,405000,100,CRS,DU MEDOC,33300,4,80,192
2015,Vente,405000,100,CRS,DU MEDOC,33300,2,117,192
2015,Vente,325000,161,RUE,DE TURENNE,33000,1,172,150
2015,Vente,300000,190,AV,EYSINES CAUD,33200,1,80,472
2015,Vente,320000,22,RUE,DU PETIT GOAVE,33000,2,30,90
2015,Vente,320000,22,RUE,DU PETIT GOAVE,33000,2,25,90
2015,Vente,320000,22,RUE,DU PETIT GOAVE,33000,2,30,90
2015,Vente,320000,22,RUE,DU PETIT GOAVE,33000,2,30,90
2015,Vente,285000,57,RUE,ETCHENIQUE,33200,1,90,452
2015,Vente,490100,13,RUE,HANAPPIER,33200,1,119,133
2015,Vente,3150000,47,RUE,DE LA PORTE DIJEAUX,33000,4,245,159
2015,Vente,315000,61,RUE,ULYSSE GAYON,33000,1,111,125
2015,Vente,261000,12,RUE,LEONIE,33300,1,110,285
2015,Vente,954500,183,BD,DU PRESIDENT WILSON,33200,1,290,304
2015,Vente,471000,2,RUE,JEAN CROIX TREYERAN,33200,1,152,55
2015,Vente,471000,2,RUE,JEAN CROIX TREYERAN,33200,1,152,63
2015,Vente,460000,87,RUE,JOSEPHINE,33300,1,188,200
2015,Vente,405500,12,RUE,MOLIERE,33200,1,141,168
2015,Vente,500000,5,RUE,DE LISLEFERME,33000,1,134,201
2015,Vente,230000,10,RUE,DROUOT,33200,1,90,456
2015,Vente,450000,38,RUE,DE CATROS,33000,1,103,134
2015,Echange,100000,9,RUE,DU SACRE COEUR CAUD,33200,1,286,265
2015,Echange,100000,9,RUE,DU SACRE COEUR CAUD,33200,1,286,851
2015,Vente,347000,9,RUE,ALFRED DE VIGNY,33200,1,104,65
2015,Vente,172500,92,RUE,ARAGO,33300,1,48,140
2015,Vente,330000,48,RUE,BRIZARD,33000,1,90,154
2015,Vente,596950,161,RUE,ACHARD,33300,1,200,230
2015,Vente,760000,45,RUE,DU JARDIN PUBLIC,33000,2,80,160
2015,Vente,760000,45,RUE,DU JARDIN PUBLIC,33000,2,32,160
2015,Vente,760000,45,RUE,DU JARDIN PUBLIC,33000,4,107,160
2015,Vente,760000,45,RUE,DU JARDIN PUBLIC,33000,2,29,160
2015,Vente,700000,9,PL,SAINT MARTIAL,33300,4,615,1231
2015,Vente,700000,9,PL,SAINT MARTIAL,33300,4,615,207
2015,Vente,425000,20,RUE,BARREYRE,33300,2,50,118
2015,Vente,425000,20,RUE,BARREYRE,33300,2,35,118
2015,Vente,425000,20,RUE,BARREYRE,33300,2,50,118
2015,Vente,425000,20,RUE,BARREYRE,33300,4,80,118
2015,Vente,425000,20,RUE,BARREYRE,33300,2,35,118
2015,Vente,385000,38,AV,DE VERDUN,33200,1,80,701
2015,Vente,685825,30,RUE,DU DOCTEUR ALBERT BARRAUD,33000,1,246,261
2015,Vente,186500,49,RUE,ETCHENIQUE,33200,1,52,202
2015,Vente,240000,119,RUE,CHARLES MARTIN,33300,1,84,350
2015,Vente,1000000,7,RUE,THIAC,33000,1,233,171
2015,Vente,332500,19,RUE,GUYNEMER CAUD,33200,1,107,294
2015,Vente terrain à bâtir,750000,81,CRS,EDOUARD VAILLANT,33300,4,954,640
2015,Vente,640200,25,RUE,CHEVALIER,33000,1,185,196
2015,Vente,180000,17,RUE,CYRANO,33200,1,87,276
2015,Vente,3750000,20,RUE,FERRERE,33000,3,0,497
2015,Vente,3750000,20,RUE,FERRERE,33000,4,1000,497
2015,Vente,3750000,20,RUE,FERRERE,33000,4,110,497
2015,Vente,3750000,20,RUE,FERRERE,33000,2,20,497
2015,Vente,3750000,20,RUE,FERRERE,33000,2,300,497
2015,Vente,3750000,20,RUE,FERRERE,33000,2,300,497
2015,Vente,3750000,20,RUE,FERRERE,33000,4,257,497
2015,Vente,1500000,78,AV,CARNOT,33200,2,239,206
2015,Vente,600000,77,AV,EMILE COUNORD,33300,2,45,479
2015,Vente,600000,77,AV,EMILE COUNORD,33300,2,45,479
2015,Vente,485000,68,RUE,GAMBETTA CAUD,33200,1,133,147
2015,Vente,1400000,9,RUE,FRANCIS GARNIER,33300,4,272,536
2015,Vente,892900,75,RUE,MONTGOLFIER,33000,1,235,128
2015,Vente,341500,17,RUE,ALFRED DUPRAT,33200,1,81,360
2015,Vente,190000,70,RUE,GUYNEMER CAUD,33200,1,64,116
2015,Vente,623750,202,BD,DU PRESIDENT WILSON,33000,1,186,183
2015,Vente,735000,42,RUE,DES FRERES FAUCHER,33000,1,186,187
2015,Vente,857000,126,CRS,DU MEDOC,33300,1,143,260
2015,Vente,339500,11,RUE,ROSNY,33200,1,78,94
2015,Vente,470000,24,RUE,ROBOREL DE CLIMENS,33000,1,110,237
2015,Vente,2400000,13,PL,CHARLES GRUET,33000,4,0,825
2015,Vente,415000,61,RUE,DAVID JOHNSTON,33000,1,70,107
2015,Vente,273000,2,PL,HENRI BARCKHAUSEN,33000,1,70,67
2015,Vente,510000,218,RUE,NAUJAC,33000,1,199,407
2015,Vente,111000,34,RUE,MAC CARTHY CAUD,33200,1,43,187
2015,Vente,1570000,17,RUE,DENISE,33300,2,26,176
2015,Vente,1570000,17,RUE,DENISE,33300,2,50,176
2015,Vente,1570000,17,RUE,DENISE,33300,2,26,176
2015,Vente,1570000,17,RUE,DENISE,33300,2,20,176
2015,Vente,1570000,17,RUE,DENISE,33300,2,26,176
2015,Vente,1570000,17,RUE,DENISE,33300,2,65,176
2015,Vente,1570000,23,RUE,DENISE,33300,2,30,172
2015,Vente,1570000,23,RUE,DENISE,33300,3,0,172
2015,Vente,1570000,23,RUE,DENISE,33300,2,42,172
2015,Vente,1570000,23,RUE,DENISE,33300,2,39,172
2015,Vente,1570000,23,RUE,DENISE,33300,2,44,172
2015,Vente,800000,111,CRS,DU MEDOC,33300,4,884,682
2015,Vente,500000,145,RUE,MONDENARD,33000,1,125,301
2015,Vente,500000,329,AV,MAL DE LATTRE DE TASSIGNY,33200,1,146,1097
2015,Vente,500000,329,AV,MAL DE LATTRE DE TASSIGNY,33200,1,107,1097
2015,Vente,730600,9,RUE,DESPAX,33200,1,165,97
2015,Vente,430500,26,RUE,GUYNEMER CAUD,33200,1,92,290
2015,Vente,790500,220,RUE,NAUJAC,33000,1,150,315
2015,Vente,153000,83,RUE,DES PELOURDES,33300,1,57,174
2015,Vente,390000,68,RUE,NOTRE DAME,33000,2,40,63
2015,Vente,390000,68,RUE,NOTRE DAME,33000,4,48,63
2015,Vente,390000,68,RUE,NOTRE DAME,33000,2,40,63
2015,Vente,366900,7,RUE,STEHELIN CAUD,33200,1,122,515
2015,Vente,350000,44,CRS,MARC NOUAUX,33000,1,100,214
2015,Vente,636000,19,RUE,CHARLES MONSELET,33000,1,187,165
2015,Vente,485000,3,AV,LOUIS BARTHOU CAUD,33200,1,194,372
2015,Vente,200000,39,RUE,ETIENNE LHOSTE,33200,1,74,197
2015,Vente,335000,16,RUE,MAC CARTHY CAUD,33200,1,130,384
2015,Vente,63000,259,RUE,DE TURENNE,33000,1,48,56
2015,Vente,178000,12,RUE,DE LACANAU,33000,1,63,69
2015,Vente,470475,112,CRS,DU MEDOC,33300,1,107,192
2015,Vente,628000,43,RUE,BRIZARD,33000,1,160,319
2015,Vente,227000,36,RUE,WUSTENBERG,33000,1,50,39
2015,Vente,303000,2,RUE,MARECHAL GALLIENI,33200,1,100,181
2015,Vente,361500,11,RUE,MAL FRANCHET ESPEREY,33200,1,114,368
2015,Vente,603000,38,RUE,ROSA BONHEUR,33000,1,120,236
2015,Vente,545000,3,RUE,DE L AVENIR,33200,1,125,118
2015,Vente,235000,167,RUE,MONDENARD,33000,1,54,78
2015,Vente,541000,66,AV,ALSACE LORRAINE,33200,1,80,162
2015,Vente,587000,68,RUE,DAVID JOHNSTON,33000,1,195,179
2015,Vente,1000000,49,RUE,DE LA PORTE DIJEAUX,33000,4,246,169
2015,Vente,1000000,49,RUE,DE LA PORTE DIJEAUX,33000,2,75,169
2015,Vente,1000000,49,RUE,DE LA PORTE DIJEAUX,33000,2,60,169
2015,Vente,1000000,49,RUE,DE LA PORTE DIJEAUX,33000,2,60,169
2015,Vente,520000,16,ALL,GANDA,33200,1,130,453
2015,Vente,520000,16,ALL,GANDA,33200,1,46,453
2015,Vente,1510000,95,QUAI,BACALAN,33300,4,2850,905
2015,Vente,623000,26,RUE,RAYMOND BORDIER,33200,1,126,254
2015,Vente,439000,41,RUE,DU VELODROME,33200,1,114,243
2015,Vente,657000,30,RUE,JEAN GRONDEL,33200,1,165,258
2015,Vente,340000,80,RUE,MONDENARD,33000,1,115,142
2015,Vente,375500,12,IMP,MORTON CAUD,33200,1,108,252
2015,Vente,380000,35,RUE,JULES MABIT,33200,1,91,123
2015,Vente,230000,36,RUE,DUQUESNE,33300,1,84,257
2015,Vente,680000,293,CRS,BALGUERIE STUTTENBERG,33300,2,50,348
2015,Vente,680000,293,CRS,BALGUERIE STUTTENBERG,33300,2,60,348
2015,Vente,680000,293,CRS,BALGUERIE STUTTENBERG,33300,2,40,348
2015,Vente,680000,293,CRS,BALGUERIE STUTTENBERG,33300,2,60,348
2015,Vente,611600,15,RUE,JULES MABIT,33200,1,144,127
2015,Vente,586650,16,RUE,PADOUIN,33200,1,160,537
2015,Vente,567300,29,RUE,DE L HERMITAGE,33200,1,147,226
2015,Vente,261600,6,RUE,MAUBOURGUET,33000,1,90,42
2015,Vente,965400,220,RUE,JUDAIQUE,33000,1,160,334
2015,Vente,362450,12,RUE,CAPITAINE MADON,33200,1,105,185
2015,Vente,150000,10,RUE,ALPHONSE DE LAMARTINE,33200,1,46,130
2015,Vente,150000,6,RUE,ALPHONSE DE LAMARTINE,33200,1,33,73
2015,Vente,80000,15,CITE,PEYRONNEAUD,33300,1,93,313
2015,Vente,310400,166,AV,EYSINES CAUD,33200,1,82,129
2015,Vente,560000,4,RUE,DU HAILLAN,33000,1,115,93
2015,Vente,350000,8,RUE,DANIEL GUESTIER,33300,3,0,264
2015,Vente,350000,8,RUE,DANIEL GUESTIER,33300,3,0,264
2015,Vente,350000,8,RUE,DANIEL GUESTIER,33300,3,0,264
2015,Vente,350000,8,RUE,DANIEL GUESTIER,33300,3,0,264
2015,Vente,350000,8,RUE,DANIEL GUESTIER,33300,3,0,264
2015,Vente,350000,8,RUE,DANIEL GUESTIER,33300,3,0,264
2015,Vente,350000,8,RUE,DANIEL GUESTIER,33300,3,0,264
2015,Vente,350000,8,RUE,DANIEL GUESTIER,33300,3,0,264
2015,Vente,350000,8,RUE,DANIEL GUESTIER,33300,3,0,264
2015,Vente,350000,8,RUE,DANIEL GUESTIER,33300,3,0,264
